cell,Irr,Richness,Landuse
3.89645e-319,0.021666666666666667,51,ForestDryPoor
3.89946e-319,0.010733333333333333,30,ForestDryPoor
3.8995e-319,0.010733333333333333,30,ForestDryPoor
3.89956e-319,0.010733333333333333,30,ForestDryPoor
3.8996e-319,0.010733333333333333,30,ForestDryPoor
3.89966e-319,0.010733333333333333,30,ForestDryPoor
3.8997e-319,0.010733333333333333,30,ForestDryPoor
3.89976e-319,0.010733333333333333,30,ForestDryPoor
3.8998e-319,0.010733333333333333,30,ForestDryPoor
3.89986e-319,0.010733333333333333,30,ForestDryPoor
3.8999e-319,0.010733333333333333,30,ForestDryPoor
3.89996e-319,0.010733333333333333,30,ForestDryPoor
3.9e-319,0.010733333333333333,30,ForestDryPoor
3.90006e-319,0.01188888888888889,27,ForestDryPoor
3.9001e-319,0.01188888888888889,27,ForestDryPoor
3.90015e-319,0.01188888888888889,27,ForestDryPoor
3.9002e-319,0.01188888888888889,27,ForestDryPoor
3.90025e-319,0.01188888888888889,27,ForestDryPoor
3.9003e-319,0.01188888888888889,27,ForestDryPoor
3.90035e-319,0.01188888888888889,27,ForestDryPoor
3.9004e-319,0.01188888888888889,27,ForestDryPoor
3.90045e-319,0.01188888888888889,27,ForestDryPoor
3.9005e-319,0.01188888888888889,27,ForestDryPoor
3.90055e-319,0.01188888888888889,27,ForestDryPoor
3.9006e-319,0.01188888888888889,27,ForestDryPoor
3.90065e-319,0.01188888888888889,27,ForestDryPoor
3.9007e-319,0.01188888888888889,27,ForestDryPoor
3.90075e-319,0.01188888888888889,27,ForestDryPoor
3.9008e-319,0.01188888888888889,27,ForestDryPoor
3.90085e-319,0.012307692307692308,26,ForestDryPoor
3.9009e-319,0.012307692307692308,26,ForestDryPoor
3.90094e-319,0.012307692307692308,26,ForestDryPoor
3.901e-319,0.012307692307692308,26,ForestDryPoor
3.90104e-319,0.012307692307692308,26,ForestDryPoor
3.9011e-319,0.012307692307692308,26,ForestDryPoor
3.90114e-319,0.012307692307692308,26,ForestDryPoor
3.9012e-319,0.006166666666666667,24,ForestDryPoor
3.90124e-319,0.006166666666666667,24,ForestDryPoor
3.9013e-319,0.006166666666666667,24,ForestDryPoor
3.90134e-319,0.006166666666666667,24,ForestDryPoor
3.9014e-319,0.006166666666666667,24,ForestDryPoor
3.90144e-319,0.006166666666666667,24,ForestDryPoor
3.9015e-319,0.006166666666666667,24,ForestDryPoor
3.90154e-319,0.006166666666666667,24,ForestDryPoor
3.9016e-319,0.006166666666666667,24,ForestDryPoor
3.90164e-319,0.006166666666666667,24,ForestDryPoor
3.9017e-319,0.006166666666666667,24,ForestDryPoor
3.90174e-319,0.006166666666666667,24,ForestDryPoor
3.9018e-319,0.006166666666666667,24,ForestDryPoor
3.90183e-319,0.006166666666666667,24,ForestDryPoor
3.9019e-319,0.006166666666666667,24,ForestDryPoor
3.90193e-319,0.006166666666666667,24,ForestDryPoor
3.902e-319,0.006166666666666667,24,ForestDryPoor
3.90203e-319,0.006166666666666667,24,ForestDryPoor
3.9021e-319,0.006166666666666667,24,ForestDryPoor
3.90213e-319,0.006166666666666667,24,ForestDryPoor
3.9022e-319,0.006166666666666667,24,ForestDryPoor
3.90223e-319,0.006166666666666667,24,ForestDryPoor
3.9023e-319,0.006166666666666667,24,ForestDryPoor
3.90233e-319,0.006166666666666667,24,ForestDryPoor
3.9024e-319,0.006391304347826087,23,ForestDryPoor
3.90243e-319,0.006391304347826087,23,ForestDryPoor
3.9025e-319,0.006391304347826087,23,ForestDryPoor
3.90253e-319,0.006391304347826087,23,ForestDryPoor
3.90258e-319,0.006391304347826087,23,ForestDryPoor
3.9026e-319,0.006391304347826087,23,ForestDryPoor
3.90267e-319,0.006391304347826087,23,ForestDryPoor
3.9027e-319,0.006391304347826087,23,ForestDryPoor
3.90277e-319,0.006391304347826087,23,ForestDryPoor
3.9028e-319,0.006391304347826087,23,ForestDryPoor
3.90287e-319,0.006391304347826087,23,ForestDryPoor
3.9029e-319,0.006391304347826087,23,ForestDryPoor
3.90297e-319,0.006391304347826087,23,ForestDryPoor
3.903e-319,0.006391304347826087,23,ForestDryPoor
3.90307e-319,0.006391304347826087,23,ForestDryPoor
3.9031e-319,0.007066666666666666,15,ForestDryPoor
3.90317e-319,0.007066666666666666,15,ForestDryPoor
3.9032e-319,0.007066666666666666,15,ForestDryPoor
3.90327e-319,0.007066666666666666,15,ForestDryPoor
3.9033e-319,0.007299999999999999,10,ForestDryPoor
3.90337e-319,0.007299999999999999,10,ForestDryPoor
3.9182e-319,0.0158,5,ForestDryPoor
3.91824e-319,0.0158,5,ForestDryPoor
3.9183e-319,0.0158,5,ForestDryPoor
3.91834e-319,0.0158,5,ForestDryPoor
3.9184e-319,0.0158,5,ForestDryPoor
3.91843e-319,0.0165,6,ForestDryPoor
3.9185e-319,0.0165,6,ForestDryPoor
3.91853e-319,0.0165,6,ForestDryPoor
3.9186e-319,0.0165,6,ForestDryPoor
3.91863e-319,0.0165,6,ForestDryPoor
3.9187e-319,0.0165,6,ForestDryPoor
3.91873e-319,0.0165,6,ForestDryPoor
3.9188e-319,0.012875000000000001,8,ForestDryPoor
3.91883e-319,0.012875000000000001,8,ForestDryPoor
3.9189e-319,0.012875000000000001,8,ForestDryPoor
3.91893e-319,0.012875000000000001,8,ForestDryPoor
3.919e-319,0.012875000000000001,8,ForestDryPoor
3.91903e-319,0.012875000000000001,8,ForestDryPoor
3.9191e-319,0.012875000000000001,8,ForestDryPoor
3.91913e-319,0.012875000000000001,8,ForestDryPoor
3.92214e-319,0.007066666666666666,15,ForestDryPoor
3.9222e-319,0.0066875,16,ForestDryPoor
3.92224e-319,0.0066875,16,ForestDryPoor
3.9223e-319,0.015117647058823529,17,ForestDryPoor
3.92234e-319,0.015117647058823529,17,ForestDryPoor
3.9224e-319,0.0160625,16,ForestDryPoor
3.92244e-319,0.0160625,16,ForestDryPoor
3.9225e-319,0.0160625,16,ForestDryPoor
3.92254e-319,0.0235,18,ForestDryPoor
3.9226e-319,0.0235,18,ForestDryPoor
3.92263e-319,0.02231578947368421,19,ForestDryPoor
3.9227e-319,0.027857142857142855,21,ForestDryPoor
3.92273e-319,0.027857142857142855,21,ForestDryPoor
3.9228e-319,0.03480952380952381,21,ForestDryPoor
3.92283e-319,0.03563636363636364,22,ForestDryPoor
3.9229e-319,0.03144,25,ForestDryPoor
3.92293e-319,0.03144,25,ForestDryPoor
3.923e-319,0.024727272727272726,33,ForestDryPoor
3.92303e-319,0.02337142857142857,35,ForestDryPoor
3.9231e-319,0.024696969696969696,33,ForestDryPoor
3.9251e-319,0.020520833333333332,48,ForestDryPoor
3.92515e-319,0.020520833333333332,48,ForestDryPoor
3.9252e-319,0.020520833333333332,48,ForestDryPoor
3.92525e-319,0.02048936170212766,47,ForestDryPoor
3.9253e-319,0.02048936170212766,47,ForestDryPoor
3.92535e-319,0.02048936170212766,47,ForestDryPoor
3.9254e-319,0.02048936170212766,47,ForestDryPoor
3.92545e-319,0.02048936170212766,47,ForestDryPoor
3.9255e-319,0.02048936170212766,47,ForestDryPoor
3.92555e-319,0.02048936170212766,47,ForestDryPoor
3.9256e-319,0.02008333333333333,48,ForestDryPoor
3.92565e-319,0.02008333333333333,48,ForestDryPoor
3.9257e-319,0.02008333333333333,48,ForestDryPoor
3.92575e-319,0.02071111111111111,45,ForestDryPoor
3.9258e-319,0.02071111111111111,45,ForestDryPoor
3.92585e-319,0.02071111111111111,45,ForestDryPoor
3.9259e-319,0.02348936170212766,47,ForestDryPoor
3.92594e-319,0.02348936170212766,47,ForestDryPoor
3.926e-319,0.02348936170212766,47,ForestDryPoor
3.92604e-319,0.021666666666666667,51,ForestDryPoor
3.92906e-319,0.010733333333333333,30,ForestDryPoor
3.9291e-319,0.010733333333333333,30,ForestDryPoor
3.92916e-319,0.010733333333333333,30,ForestDryPoor
3.9292e-319,0.010733333333333333,30,ForestDryPoor
3.92925e-319,0.010733333333333333,30,ForestDryPoor
3.9293e-319,0.010733333333333333,30,ForestDryPoor
3.92935e-319,0.010733333333333333,30,ForestDryPoor
3.9294e-319,0.010733333333333333,30,ForestDryPoor
3.92945e-319,0.010733333333333333,30,ForestDryPoor
3.9295e-319,0.010733333333333333,30,ForestDryPoor
3.92955e-319,0.010733333333333333,30,ForestDryPoor
3.9296e-319,0.01188888888888889,27,ForestDryPoor
3.92965e-319,0.01188888888888889,27,ForestDryPoor
3.9297e-319,0.01188888888888889,27,ForestDryPoor
3.92975e-319,0.01188888888888889,27,ForestDryPoor
3.9298e-319,0.01188888888888889,27,ForestDryPoor
3.92985e-319,0.01188888888888889,27,ForestDryPoor
3.9299e-319,0.01188888888888889,27,ForestDryPoor
3.92995e-319,0.01188888888888889,27,ForestDryPoor
3.93e-319,0.01188888888888889,27,ForestDryPoor
3.93005e-319,0.01188888888888889,27,ForestDryPoor
3.9301e-319,0.01188888888888889,27,ForestDryPoor
3.93014e-319,0.01188888888888889,27,ForestDryPoor
3.9302e-319,0.01188888888888889,27,ForestDryPoor
3.93024e-319,0.01188888888888889,27,ForestDryPoor
3.9303e-319,0.01188888888888889,27,ForestDryPoor
3.93034e-319,0.01188888888888889,27,ForestDryPoor
3.9304e-319,0.01188888888888889,27,ForestDryPoor
3.93044e-319,0.012307692307692308,26,ForestDryPoor
3.9305e-319,0.012307692307692308,26,ForestDryPoor
3.93054e-319,0.012307692307692308,26,ForestDryPoor
3.9306e-319,0.012307692307692308,26,ForestDryPoor
3.93064e-319,0.012307692307692308,26,ForestDryPoor
3.9307e-319,0.012307692307692308,26,ForestDryPoor
3.93074e-319,0.012307692307692308,26,ForestDryPoor
3.9308e-319,0.006166666666666667,24,ForestDryPoor
3.93084e-319,0.006166666666666667,24,ForestDryPoor
3.9309e-319,0.006166666666666667,24,ForestDryPoor
3.93093e-319,0.006166666666666667,24,ForestDryPoor
3.931e-319,0.006166666666666667,24,ForestDryPoor
3.93103e-319,0.006166666666666667,24,ForestDryPoor
3.9311e-319,0.006166666666666667,24,ForestDryPoor
3.93113e-319,0.006166666666666667,24,ForestDryPoor
3.9312e-319,0.006166666666666667,24,ForestDryPoor
3.93123e-319,0.006166666666666667,24,ForestDryPoor
3.9313e-319,0.006166666666666667,24,ForestDryPoor
3.93133e-319,0.006166666666666667,24,ForestDryPoor
3.9314e-319,0.006166666666666667,24,ForestDryPoor
3.93143e-319,0.006166666666666667,24,ForestDryPoor
3.9315e-319,0.006166666666666667,24,ForestDryPoor
3.93153e-319,0.006166666666666667,24,ForestDryPoor
3.9316e-319,0.006166666666666667,24,ForestDryPoor
3.93163e-319,0.006166666666666667,24,ForestDryPoor
3.9317e-319,0.006166666666666667,24,ForestDryPoor
3.93173e-319,0.006166666666666667,24,ForestDryPoor
3.93177e-319,0.006166666666666667,24,ForestDryPoor
3.9318e-319,0.006166666666666667,24,ForestDryPoor
3.93187e-319,0.006166666666666667,24,ForestDryPoor
3.9319e-319,0.006166666666666667,24,ForestDryPoor
3.93197e-319,0.006166666666666667,24,ForestDryPoor
3.932e-319,0.006391304347826087,23,ForestDryPoor
3.93207e-319,0.006391304347826087,23,ForestDryPoor
3.9321e-319,0.006391304347826087,23,ForestDryPoor
3.93217e-319,0.006391304347826087,23,ForestDryPoor
3.9322e-319,0.006391304347826087,23,ForestDryPoor
3.93227e-319,0.006391304347826087,23,ForestDryPoor
3.9323e-319,0.006391304347826087,23,ForestDryPoor
3.93237e-319,0.006391304347826087,23,ForestDryPoor
3.9324e-319,0.006391304347826087,23,ForestDryPoor
3.93247e-319,0.006391304347826087,23,ForestDryPoor
3.9325e-319,0.006391304347826087,23,ForestDryPoor
3.93256e-319,0.006391304347826087,23,ForestDryPoor
3.9326e-319,0.006391304347826087,23,ForestDryPoor
3.93266e-319,0.006391304347826087,23,ForestDryPoor
3.9327e-319,0.007066666666666666,15,ForestDryPoor
3.93276e-319,0.007066666666666666,15,ForestDryPoor
3.9328e-319,0.007066666666666666,15,ForestDryPoor
3.93286e-319,0.007066666666666666,15,ForestDryPoor
3.9329e-319,0.007299999999999999,10,ForestDryPoor
3.93296e-319,0.007299999999999999,10,ForestDryPoor
3.9478e-319,0.0158,5,ForestDryPoor
3.94783e-319,0.0158,5,ForestDryPoor
3.9479e-319,0.0165,6,ForestDryPoor
3.94793e-319,0.0165,6,ForestDryPoor
3.948e-319,0.0165,6,ForestDryPoor
3.94803e-319,0.0165,6,ForestDryPoor
3.9481e-319,0.0165,6,ForestDryPoor
3.94813e-319,0.0165,6,ForestDryPoor
3.9482e-319,0.0165,6,ForestDryPoor
3.94823e-319,0.0165,6,ForestDryPoor
3.9483e-319,0.0165,6,ForestDryPoor
3.94833e-319,0.014142857142857143,7,ForestDryPoor
3.94838e-319,0.012875000000000001,8,ForestDryPoor
3.9484e-319,0.012875000000000001,8,ForestDryPoor
3.94847e-319,0.012875000000000001,8,ForestDryPoor
3.9485e-319,0.012875000000000001,8,ForestDryPoor
3.94857e-319,0.012875000000000001,8,ForestDryPoor
3.9486e-319,0.012875000000000001,8,ForestDryPoor
3.94867e-319,0.012875000000000001,8,ForestDryPoor
3.9487e-319,0.012875000000000001,8,ForestDryPoor
3.95173e-319,0.007066666666666666,15,ForestDryPoor
3.9518e-319,0.0066875,16,ForestDryPoor
3.95183e-319,0.0066875,16,ForestDryPoor
3.9519e-319,0.015117647058823529,17,ForestDryPoor
3.95193e-319,0.015117647058823529,17,ForestDryPoor
3.952e-319,0.015117647058823529,17,ForestDryPoor
3.95203e-319,0.0160625,16,ForestDryPoor
3.9521e-319,0.02488235294117647,17,ForestDryPoor
3.95213e-319,0.0235,18,ForestDryPoor
3.9522e-319,0.0235,18,ForestDryPoor
3.95223e-319,0.02231578947368421,19,ForestDryPoor
3.9523e-319,0.02231578947368421,19,ForestDryPoor
3.95233e-319,0.027857142857142855,21,ForestDryPoor
3.9524e-319,0.02905,20,ForestDryPoor
3.95243e-319,0.03563636363636364,22,ForestDryPoor
3.9525e-319,0.03563636363636364,22,ForestDryPoor
3.95253e-319,0.0255,32,ForestDryPoor
3.95257e-319,0.024058823529411764,34,ForestDryPoor
3.9526e-319,0.02337142857142857,35,ForestDryPoor
3.95267e-319,0.023810810810810813,37,ForestDryPoor
3.9547e-319,0.020520833333333332,48,ForestDryPoor
3.95475e-319,0.020520833333333332,48,ForestDryPoor
3.9548e-319,0.020520833333333332,48,ForestDryPoor
3.95485e-319,0.02048936170212766,47,ForestDryPoor
3.9549e-319,0.02048936170212766,47,ForestDryPoor
3.95495e-319,0.02048936170212766,47,ForestDryPoor
3.955e-319,0.02048936170212766,47,ForestDryPoor
3.95504e-319,0.02048936170212766,47,ForestDryPoor
3.9551e-319,0.02048936170212766,47,ForestDryPoor
3.95514e-319,0.02048936170212766,47,ForestDryPoor
3.9552e-319,0.02008333333333333,48,ForestDryPoor
3.95524e-319,0.02008333333333333,48,ForestDryPoor
3.9553e-319,0.02008333333333333,48,ForestDryPoor
3.95534e-319,0.02071111111111111,45,ForestDryPoor
3.9554e-319,0.02071111111111111,45,ForestDryPoor
3.95544e-319,0.02071111111111111,45,ForestDryPoor
3.9555e-319,0.02348936170212766,47,ForestDryPoor
3.95554e-319,0.02348936170212766,47,ForestDryPoor
3.9556e-319,0.02348936170212766,47,ForestDryPoor
3.95564e-319,0.02348936170212766,47,ForestDryPoor
3.95865e-319,0.010733333333333333,30,ForestDryPoor
3.9587e-319,0.010733333333333333,30,ForestDryPoor
3.95875e-319,0.010733333333333333,30,ForestDryPoor
3.9588e-319,0.010344827586206896,29,ForestDryPoor
3.95885e-319,0.010344827586206896,29,ForestDryPoor
3.9589e-319,0.010344827586206896,29,ForestDryPoor
3.95895e-319,0.010344827586206896,29,ForestDryPoor
3.959e-319,0.010344827586206896,29,ForestDryPoor
3.95905e-319,0.010344827586206896,29,ForestDryPoor
3.9591e-319,0.010344827586206896,29,ForestDryPoor
3.95915e-319,0.0115,26,ForestDryPoor
3.9592e-319,0.0115,26,ForestDryPoor
3.95924e-319,0.0115,26,ForestDryPoor
3.9593e-319,0.0115,26,ForestDryPoor
3.95934e-319,0.0115,26,ForestDryPoor
3.9594e-319,0.0115,26,ForestDryPoor
3.95944e-319,0.0115,26,ForestDryPoor
3.9595e-319,0.0115,26,ForestDryPoor
3.95954e-319,0.0115,26,ForestDryPoor
3.9596e-319,0.0115,26,ForestDryPoor
3.95964e-319,0.0115,26,ForestDryPoor
3.9597e-319,0.0115,26,ForestDryPoor
3.95974e-319,0.0115,26,ForestDryPoor
3.9598e-319,0.0115,26,ForestDryPoor
3.95984e-319,0.0115,26,ForestDryPoor
3.9599e-319,0.0115,26,ForestDryPoor
3.95994e-319,0.0115,26,ForestDryPoor
3.96e-319,0.0115,26,ForestDryPoor
3.96003e-319,0.0115,26,ForestDryPoor
3.9601e-319,0.01192,25,ForestDryPoor
3.96013e-319,0.01192,25,ForestDryPoor
3.9602e-319,0.01192,25,ForestDryPoor
3.96023e-319,0.01192,25,ForestDryPoor
3.9603e-319,0.01192,25,ForestDryPoor
3.96033e-319,0.01192,25,ForestDryPoor
3.9604e-319,0.008833333333333334,24,ForestDryPoor
3.96043e-319,0.005478260869565217,23,ForestDryPoor
3.9605e-319,0.005478260869565217,23,ForestDryPoor
3.96053e-319,0.005478260869565217,23,ForestDryPoor
3.9606e-319,0.005478260869565217,23,ForestDryPoor
3.96063e-319,0.005478260869565217,23,ForestDryPoor
3.9607e-319,0.005478260869565217,23,ForestDryPoor
3.96073e-319,0.005478260869565217,23,ForestDryPoor
3.9608e-319,0.005478260869565217,23,ForestDryPoor
3.96083e-319,0.005478260869565217,23,ForestDryPoor
3.96087e-319,0.005478260869565217,23,ForestDryPoor
3.9609e-319,0.005478260869565217,23,ForestDryPoor
3.96097e-319,0.005478260869565217,23,ForestDryPoor
3.961e-319,0.005478260869565217,23,ForestDryPoor
3.96107e-319,0.005478260869565217,23,ForestDryPoor
3.9611e-319,0.005478260869565217,23,ForestDryPoor
3.96117e-319,0.005478260869565217,23,ForestDryPoor
3.9612e-319,0.005478260869565217,23,ForestDryPoor
3.96127e-319,0.005478260869565217,23,ForestDryPoor
3.9613e-319,0.005478260869565217,23,ForestDryPoor
3.96137e-319,0.005478260869565217,23,ForestDryPoor
3.9614e-319,0.005478260869565217,23,ForestDryPoor
3.96147e-319,0.005478260869565217,23,ForestDryPoor
3.9615e-319,0.005478260869565217,23,ForestDryPoor
3.96157e-319,0.005478260869565217,23,ForestDryPoor
3.9616e-319,0.005478260869565217,23,ForestDryPoor
3.96167e-319,0.005681818181818182,22,ForestDryPoor
3.9617e-319,0.005681818181818182,22,ForestDryPoor
3.96176e-319,0.005681818181818182,22,ForestDryPoor
3.9618e-319,0.005681818181818182,22,ForestDryPoor
3.96186e-319,0.005681818181818182,22,ForestDryPoor
3.9619e-319,0.005681818181818182,22,ForestDryPoor
3.96196e-319,0.005681818181818182,22,ForestDryPoor
3.962e-319,0.005681818181818182,22,ForestDryPoor
3.96206e-319,0.005681818181818182,22,ForestDryPoor
3.9621e-319,0.005681818181818182,22,ForestDryPoor
3.96216e-319,0.005681818181818182,22,ForestDryPoor
3.9622e-319,0.005681818181818182,22,ForestDryPoor
3.96226e-319,0.005681818181818182,22,ForestDryPoor
3.9623e-319,0.005681818181818182,22,ForestDryPoor
3.96236e-319,0.005999999999999999,14,ForestDryPoor
3.9624e-319,0.005999999999999999,14,ForestDryPoor
3.96246e-319,0.005999999999999999,14,ForestDryPoor
3.9625e-319,0.007299999999999999,10,ForestDryPoor
3.96255e-319,0.007299999999999999,10,ForestDryPoor
3.9774e-319,0.0165,6,ForestDryPoor
3.97743e-319,0.0165,6,ForestDryPoor
3.9775e-319,0.0165,6,ForestDryPoor
3.97752e-319,0.0165,6,ForestDryPoor
3.97757e-319,0.0165,6,ForestDryPoor
3.9776e-319,0.0165,6,ForestDryPoor
3.97767e-319,0.0165,6,ForestDryPoor
3.9777e-319,0.0165,6,ForestDryPoor
3.97777e-319,0.0165,6,ForestDryPoor
3.9778e-319,0.0165,6,ForestDryPoor
3.97787e-319,0.0165,6,ForestDryPoor
3.9779e-319,0.012875000000000001,8,ForestDryPoor
3.97797e-319,0.012875000000000001,8,ForestDryPoor
3.978e-319,0.012875000000000001,8,ForestDryPoor
3.97807e-319,0.012875000000000001,8,ForestDryPoor
3.9781e-319,0.012875000000000001,8,ForestDryPoor
3.97817e-319,0.012875000000000001,8,ForestDryPoor
3.9782e-319,0.012875000000000001,8,ForestDryPoor
3.97827e-319,0.012875000000000001,8,ForestDryPoor
3.9783e-319,0.012875000000000001,8,ForestDryPoor
3.98133e-319,0.007066666666666666,15,ForestDryPoor
3.9814e-319,0.0066875,16,ForestDryPoor
3.98143e-319,0.015117647058823529,17,ForestDryPoor
3.9815e-319,0.015117647058823529,17,ForestDryPoor
3.98153e-319,0.015117647058823529,17,ForestDryPoor
3.9816e-319,0.015117647058823529,17,ForestDryPoor
3.98163e-319,0.015117647058823529,17,ForestDryPoor
3.98168e-319,0.02488235294117647,17,ForestDryPoor
3.9817e-319,0.0235,18,ForestDryPoor
3.98177e-319,0.0235,18,ForestDryPoor
3.9818e-319,0.0235,18,ForestDryPoor
3.98187e-319,0.02231578947368421,19,ForestDryPoor
3.9819e-319,0.0215,20,ForestDryPoor
3.98197e-319,0.027857142857142855,21,ForestDryPoor
3.982e-319,0.02905,20,ForestDryPoor
3.98207e-319,0.02717857142857143,28,ForestDryPoor
3.9821e-319,0.026322580645161287,31,ForestDryPoor
3.98217e-319,0.024058823529411764,34,ForestDryPoor
3.9822e-319,0.024058823529411764,34,ForestDryPoor
3.98227e-319,0.023289473684210527,38,ForestDryPoor
3.9843e-319,0.020520833333333332,48,ForestDryPoor
3.98434e-319,0.020520833333333332,48,ForestDryPoor
3.9844e-319,0.020520833333333332,48,ForestDryPoor
3.98444e-319,0.02048936170212766,47,ForestDryPoor
3.9845e-319,0.02048936170212766,47,ForestDryPoor
3.98454e-319,0.02048936170212766,47,ForestDryPoor
3.9846e-319,0.02048936170212766,47,ForestDryPoor
3.98464e-319,0.02048936170212766,47,ForestDryPoor
3.9847e-319,0.02048936170212766,47,ForestDryPoor
3.98474e-319,0.02048936170212766,47,ForestDryPoor
3.9848e-319,0.02008333333333333,48,ForestDryPoor
3.98484e-319,0.02008333333333333,48,ForestDryPoor
3.9849e-319,0.02008333333333333,48,ForestDryPoor
3.98494e-319,0.02071111111111111,45,ForestDryPoor
3.985e-319,0.02071111111111111,45,ForestDryPoor
3.98503e-319,0.02071111111111111,45,ForestDryPoor
3.9851e-319,0.02348936170212766,47,ForestDryPoor
3.98513e-319,0.02348936170212766,47,ForestDryPoor
3.9852e-319,0.02348936170212766,47,ForestDryPoor
3.98523e-319,0.02348936170212766,47,ForestDryPoor
3.98825e-319,0.010344827586206896,29,ForestDryPoor
3.9883e-319,0.010344827586206896,29,ForestDryPoor
3.98834e-319,0.010344827586206896,29,ForestDryPoor
3.9884e-319,0.010344827586206896,29,ForestDryPoor
3.98844e-319,0.010344827586206896,29,ForestDryPoor
3.9885e-319,0.010344827586206896,29,ForestDryPoor
3.98854e-319,0.010344827586206896,29,ForestDryPoor
3.9886e-319,0.010344827586206896,29,ForestDryPoor
3.98864e-319,0.010344827586206896,29,ForestDryPoor
3.9887e-319,0.0115,26,ForestDryPoor
3.98874e-319,0.0115,26,ForestDryPoor
3.9888e-319,0.0115,26,ForestDryPoor
3.98884e-319,0.0115,26,ForestDryPoor
3.9889e-319,0.0115,26,ForestDryPoor
3.98894e-319,0.0115,26,ForestDryPoor
3.989e-319,0.0115,26,ForestDryPoor
3.98904e-319,0.0115,26,ForestDryPoor
3.9891e-319,0.0115,26,ForestDryPoor
3.98914e-319,0.0115,26,ForestDryPoor
3.9892e-319,0.0115,26,ForestDryPoor
3.98923e-319,0.0115,26,ForestDryPoor
3.9893e-319,0.0115,26,ForestDryPoor
3.98933e-319,0.0115,26,ForestDryPoor
3.9894e-319,0.0115,26,ForestDryPoor
3.98943e-319,0.0115,26,ForestDryPoor
3.9895e-319,0.0115,26,ForestDryPoor
3.98953e-319,0.0115,26,ForestDryPoor
3.9896e-319,0.0115,26,ForestDryPoor
3.98963e-319,0.0115,26,ForestDryPoor
3.9897e-319,0.01192,25,ForestDryPoor
3.98973e-319,0.01192,25,ForestDryPoor
3.9898e-319,0.01192,25,ForestDryPoor
3.98983e-319,0.01192,25,ForestDryPoor
3.9899e-319,0.01192,25,ForestDryPoor
3.98993e-319,0.01192,25,ForestDryPoor
3.99e-319,0.01192,25,ForestDryPoor
3.99002e-319,0.005478260869565217,23,ForestDryPoor
3.99007e-319,0.005478260869565217,23,ForestDryPoor
3.9901e-319,0.005478260869565217,23,ForestDryPoor
3.99017e-319,0.005478260869565217,23,ForestDryPoor
3.9902e-319,0.005478260869565217,23,ForestDryPoor
3.99027e-319,0.005478260869565217,23,ForestDryPoor
3.9903e-319,0.005478260869565217,23,ForestDryPoor
3.99037e-319,0.005478260869565217,23,ForestDryPoor
3.9904e-319,0.005478260869565217,23,ForestDryPoor
3.99047e-319,0.005478260869565217,23,ForestDryPoor
3.9905e-319,0.005478260869565217,23,ForestDryPoor
3.99057e-319,0.005478260869565217,23,ForestDryPoor
3.9906e-319,0.005478260869565217,23,ForestDryPoor
3.99067e-319,0.005478260869565217,23,ForestDryPoor
3.9907e-319,0.005478260869565217,23,ForestDryPoor
3.99077e-319,0.005478260869565217,23,ForestDryPoor
3.9908e-319,0.005478260869565217,23,ForestDryPoor
3.99086e-319,0.005478260869565217,23,ForestDryPoor
3.9909e-319,0.005478260869565217,23,ForestDryPoor
3.99096e-319,0.005478260869565217,23,ForestDryPoor
3.991e-319,0.005478260869565217,23,ForestDryPoor
3.99106e-319,0.005478260869565217,23,ForestDryPoor
3.9911e-319,0.005478260869565217,23,ForestDryPoor
3.99116e-319,0.005478260869565217,23,ForestDryPoor
3.9912e-319,0.005478260869565217,23,ForestDryPoor
3.99126e-319,0.005681818181818182,22,ForestDryPoor
3.9913e-319,0.005681818181818182,22,ForestDryPoor
3.99136e-319,0.005681818181818182,22,ForestDryPoor
3.9914e-319,0.005681818181818182,22,ForestDryPoor
3.99146e-319,0.005681818181818182,22,ForestDryPoor
3.9915e-319,0.005681818181818182,22,ForestDryPoor
3.99156e-319,0.005681818181818182,22,ForestDryPoor
3.9916e-319,0.005681818181818182,22,ForestDryPoor
3.99166e-319,0.005681818181818182,22,ForestDryPoor
3.9917e-319,0.005681818181818182,22,ForestDryPoor
3.99175e-319,0.005681818181818182,22,ForestDryPoor
3.9918e-319,0.005681818181818182,22,ForestDryPoor
3.99185e-319,0.005681818181818182,22,ForestDryPoor
3.9919e-319,0.005681818181818182,22,ForestDryPoor
3.99195e-319,0.005999999999999999,14,ForestDryPoor
3.992e-319,0.005999999999999999,14,ForestDryPoor
3.99205e-319,0.005999999999999999,14,ForestDryPoor
3.9921e-319,0.005999999999999999,14,ForestDryPoor
3.99215e-319,0.007299999999999999,10,ForestDryPoor
4.00697e-319,0.0165,6,ForestDryPoor
4.007e-319,0.0165,6,ForestDryPoor
4.00707e-319,0.0165,6,ForestDryPoor
4.0071e-319,0.0165,6,ForestDryPoor
4.00717e-319,0.0165,6,ForestDryPoor
4.0072e-319,0.0165,6,ForestDryPoor
4.00727e-319,0.0165,6,ForestDryPoor
4.0073e-319,0.0165,6,ForestDryPoor
4.00737e-319,0.0165,6,ForestDryPoor
4.0074e-319,0.0165,6,ForestDryPoor
4.00747e-319,0.012875000000000001,8,ForestDryPoor
4.0075e-319,0.012875000000000001,8,ForestDryPoor
4.00756e-319,0.012875000000000001,8,ForestDryPoor
4.0076e-319,0.012875000000000001,8,ForestDryPoor
4.00766e-319,0.012875000000000001,8,ForestDryPoor
