PD,SR,cell,Landuse
247.46847399999996,2,40373,ForestDryPoor
247.46847399999996,2,40374,ForestDryPoor
247.46847399999996,2,40375,ForestDryPoor
247.46847399999996,2,40376,ForestDryPoor
247.46847399999996,2,40377,ForestDryPoor
247.46847399999996,2,40378,ForestDryPoor
247.46847399999996,2,40379,ForestDryPoor
247.46847399999996,2,40380,ForestDryPoor
247.46847399999996,2,40381,ForestDryPoor
247.46847399999996,2,40382,ForestDryPoor
247.46847399999996,2,40383,ForestDryPoor
341.19868599999995,3,40384,ForestDryPoor
341.19868599999995,3,40385,ForestDryPoor
341.19868599999995,3,40386,ForestDryPoor
341.19868599999995,3,40387,ForestDryPoor
341.19868599999995,3,40388,ForestDryPoor
341.19868599999995,3,40389,ForestDryPoor
341.19868599999995,3,40410,ForestDryPoor
341.19868599999995,3,40411,ForestDryPoor
341.19868599999995,3,40412,ForestDryPoor
341.19868599999995,3,40413,ForestDryPoor
341.19868599999995,3,40414,ForestDryPoor
341.19868599999995,3,40415,ForestDryPoor
247.46847399999996,2,40416,ForestDryPoor
354.209885,3,40417,ForestDryPoor
354.209885,3,40418,ForestDryPoor
354.209885,3,40419,ForestDryPoor
630.853156,5,40420,ForestDryPoor
630.853156,5,40421,ForestDryPoor
630.853156,5,40422,ForestDryPoor
630.853156,5,40423,ForestDryPoor
630.853156,5,40424,ForestDryPoor
507.118919,4,40425,ForestDryPoor
507.118919,4,40426,ForestDryPoor
400.377508,3,40427,ForestDryPoor
400.377508,3,40428,ForestDryPoor
524.111745,4,40429,ForestDryPoor
524.111745,4,40430,ForestDryPoor
524.111745,4,40431,ForestDryPoor
524.111745,4,40432,ForestDryPoor
524.111745,4,40433,ForestDryPoor
654.910504,5,40434,ForestDryPoor
771.7873109999999,6,40435,ForestDryPoor
771.7873109999999,6,40436,ForestDryPoor
771.7873109999999,6,40437,ForestDryPoor
861.538379,7,40438,ForestDryPoor
861.538379,7,40439,ForestDryPoor
861.538379,7,40440,ForestDryPoor
861.538379,7,40441,ForestDryPoor
861.538379,7,40442,ForestDryPoor
861.538379,7,40443,ForestDryPoor
861.538379,7,40444,ForestDryPoor
861.538379,7,40445,ForestDryPoor
861.538379,7,40446,ForestDryPoor
861.538379,7,40447,ForestDryPoor
861.538379,7,40448,ForestDryPoor
861.538379,7,40449,ForestDryPoor
247.46847399999996,2,40955,ForestDryPoor
247.46847399999996,2,40956,ForestDryPoor
247.46847399999996,2,40957,ForestDryPoor
247.46847399999996,2,40958,ForestDryPoor
247.46847399999996,2,40959,ForestDryPoor
247.46847399999996,2,40960,ForestDryPoor
247.46847399999996,2,40961,ForestDryPoor
247.46847399999996,2,40962,ForestDryPoor
247.46847399999996,2,40963,ForestDryPoor
247.46847399999996,2,40964,ForestDryPoor
247.46847399999996,2,40965,ForestDryPoor
247.46847399999996,2,40966,ForestDryPoor
247.46847399999996,2,40967,ForestDryPoor
247.46847399999996,2,40968,ForestDryPoor
247.46847399999996,2,40969,ForestDryPoor
247.46847399999996,2,40970,ForestDryPoor
247.46847399999996,2,40971,ForestDryPoor
247.46847399999996,2,40972,ForestDryPoor
247.46847399999996,2,40973,ForestDryPoor
247.46847399999996,2,40974,ForestDryPoor
247.46847399999996,2,40975,ForestDryPoor
247.46847399999996,2,40976,ForestDryPoor
247.46847399999996,2,40977,ForestDryPoor
247.46847399999996,2,40978,ForestDryPoor
247.46847399999996,2,40979,ForestDryPoor
247.46847399999996,2,40980,ForestDryPoor
341.19868599999995,3,40981,ForestDryPoor
341.19868599999995,3,40982,ForestDryPoor
341.19868599999995,3,40983,ForestDryPoor
341.19868599999995,3,40984,ForestDryPoor
341.19868599999995,3,40985,ForestDryPoor
341.19868599999995,3,40986,ForestDryPoor
341.19868599999995,3,40987,ForestDryPoor
341.19868599999995,3,40988,ForestDryPoor
341.19868599999995,3,41009,ForestDryPoor
341.19868599999995,3,41010,ForestDryPoor
341.19868599999995,3,41011,ForestDryPoor
341.19868599999995,3,41012,ForestDryPoor
341.19868599999995,3,41013,ForestDryPoor
341.19868599999995,3,41014,ForestDryPoor
447.940097,4,41015,ForestDryPoor
447.940097,4,41016,ForestDryPoor
447.940097,4,41017,ForestDryPoor
630.853156,5,41018,ForestDryPoor
630.853156,5,41019,ForestDryPoor
630.853156,5,41020,ForestDryPoor
630.853156,5,41021,ForestDryPoor
630.853156,5,41022,ForestDryPoor
630.853156,5,41023,ForestDryPoor
630.853156,5,41024,ForestDryPoor
507.118919,4,41025,ForestDryPoor
630.853156,5,41026,ForestDryPoor
524.111745,4,41027,ForestDryPoor
524.111745,4,41028,ForestDryPoor
524.111745,4,41029,ForestDryPoor
524.111745,4,41030,ForestDryPoor
654.910504,5,41031,ForestDryPoor
771.7873109999999,6,41032,ForestDryPoor
771.7873109999999,6,41033,ForestDryPoor
771.7873109999999,6,41034,ForestDryPoor
771.7873109999999,6,41035,ForestDryPoor
861.538379,7,41036,ForestDryPoor
861.538379,7,41037,ForestDryPoor
861.538379,7,41038,ForestDryPoor
861.538379,7,41039,ForestDryPoor
861.538379,7,41040,ForestDryPoor
861.538379,7,41041,ForestDryPoor
861.538379,7,41042,ForestDryPoor
861.538379,7,41043,ForestDryPoor
861.538379,7,41044,ForestDryPoor
861.538379,7,41045,ForestDryPoor
861.538379,7,41046,ForestDryPoor
861.538379,7,41047,ForestDryPoor
861.538379,7,41048,ForestDryPoor
247.46847399999996,2,41553,ForestDryPoor
247.46847399999996,2,41554,ForestDryPoor
247.46847399999996,2,41555,ForestDryPoor
247.46847399999996,2,41556,ForestDryPoor
247.46847399999996,2,41557,ForestDryPoor
247.46847399999996,2,41558,ForestDryPoor
247.46847399999996,2,41559,ForestDryPoor
247.46847399999996,2,41560,ForestDryPoor
247.46847399999996,2,41561,ForestDryPoor
247.46847399999996,2,41562,ForestDryPoor
247.46847399999996,2,41563,ForestDryPoor
247.46847399999996,2,41564,ForestDryPoor
247.46847399999996,2,41565,ForestDryPoor
247.46847399999996,2,41566,ForestDryPoor
247.46847399999996,2,41567,ForestDryPoor
247.46847399999996,2,41568,ForestDryPoor
247.46847399999996,2,41569,ForestDryPoor
247.46847399999996,2,41570,ForestDryPoor
247.46847399999996,2,41571,ForestDryPoor
247.46847399999996,2,41572,ForestDryPoor
247.46847399999996,2,41573,ForestDryPoor
247.46847399999996,2,41574,ForestDryPoor
247.46847399999996,2,41575,ForestDryPoor
247.46847399999996,2,41576,ForestDryPoor
341.19868599999995,3,41577,ForestDryPoor
341.19868599999995,3,41578,ForestDryPoor
341.19868599999995,3,41579,ForestDryPoor
341.19868599999995,3,41580,ForestDryPoor
341.19868599999995,3,41581,ForestDryPoor
341.19868599999995,3,41582,ForestDryPoor
341.19868599999995,3,41583,ForestDryPoor
341.19868599999995,3,41584,ForestDryPoor
341.19868599999995,3,41585,ForestDryPoor
341.19868599999995,3,41586,ForestDryPoor
341.19868599999995,3,41587,ForestDryPoor
341.19868599999995,3,41608,ForestDryPoor
341.19868599999995,3,41609,ForestDryPoor
341.19868599999995,3,41610,ForestDryPoor
341.19868599999995,3,41611,ForestDryPoor
341.19868599999995,3,41612,ForestDryPoor
447.940097,4,41613,ForestDryPoor
447.940097,4,41614,ForestDryPoor
447.940097,4,41615,ForestDryPoor
447.940097,4,41616,ForestDryPoor
724.583368,6,41617,ForestDryPoor
724.583368,6,41618,ForestDryPoor
630.853156,5,41619,ForestDryPoor
630.853156,5,41620,ForestDryPoor
630.853156,5,41621,ForestDryPoor
630.853156,5,41622,ForestDryPoor
630.853156,5,41623,ForestDryPoor
743.554352,6,41624,ForestDryPoor
630.853156,5,41625,ForestDryPoor
630.853156,5,41626,ForestDryPoor
524.111745,4,41627,ForestDryPoor
524.111745,4,41628,ForestDryPoor
771.7873109999999,6,41629,ForestDryPoor
771.7873109999999,6,41630,ForestDryPoor
771.7873109999999,6,41631,ForestDryPoor
771.7873109999999,6,41632,ForestDryPoor
861.538379,7,41633,ForestDryPoor
861.538379,7,41634,ForestDryPoor
861.538379,7,41635,ForestDryPoor
861.538379,7,41636,ForestDryPoor
861.538379,7,41637,ForestDryPoor
861.538379,7,41638,ForestDryPoor
861.538379,7,41639,ForestDryPoor
861.538379,7,41640,ForestDryPoor
861.538379,7,41641,ForestDryPoor
861.538379,7,41642,ForestDryPoor
861.538379,7,41643,ForestDryPoor
861.538379,7,41644,ForestDryPoor
861.538379,7,41645,ForestDryPoor
861.538379,7,41646,ForestDryPoor
861.538379,7,41647,ForestDryPoor
247.46847399999996,2,42151,ForestDryPoor
247.46847399999996,2,42152,ForestDryPoor
247.46847399999996,2,42153,ForestDryPoor
247.46847399999996,2,42154,ForestDryPoor
247.46847399999996,2,42155,ForestDryPoor
247.46847399999996,2,42156,ForestDryPoor
247.46847399999996,2,42157,ForestDryPoor
247.46847399999996,2,42158,ForestDryPoor
247.46847399999996,2,42159,ForestDryPoor
247.46847399999996,2,42160,ForestDryPoor
247.46847399999996,2,42161,ForestDryPoor
247.46847399999996,2,42162,ForestDryPoor
247.46847399999996,2,42163,ForestDryPoor
247.46847399999996,2,42164,ForestDryPoor
247.46847399999996,2,42165,ForestDryPoor
247.46847399999996,2,42166,ForestDryPoor
247.46847399999996,2,42167,ForestDryPoor
247.46847399999996,2,42168,ForestDryPoor
247.46847399999996,2,42169,ForestDryPoor
247.46847399999996,2,42170,ForestDryPoor
247.46847399999996,2,42171,ForestDryPoor
247.46847399999996,2,42172,ForestDryPoor
247.46847399999996,2,42173,ForestDryPoor
341.19868599999995,3,42174,ForestDryPoor
341.19868599999995,3,42175,ForestDryPoor
341.19868599999995,3,42176,ForestDryPoor
341.19868599999995,3,42177,ForestDryPoor
341.19868599999995,3,42178,ForestDryPoor
341.19868599999995,3,42179,ForestDryPoor
341.19868599999995,3,42180,ForestDryPoor
341.19868599999995,3,42181,ForestDryPoor
341.19868599999995,3,42182,ForestDryPoor
341.19868599999995,3,42183,ForestDryPoor
341.19868599999995,3,42184,ForestDryPoor
341.19868599999995,3,42185,ForestDryPoor
341.19868599999995,3,42186,ForestDryPoor
341.19868599999995,3,42207,ForestDryPoor
341.19868599999995,3,42208,ForestDryPoor
341.19868599999995,3,42209,ForestDryPoor
341.19868599999995,3,42210,ForestDryPoor
447.940097,4,42211,ForestDryPoor
447.940097,4,42212,ForestDryPoor
447.940097,4,42213,ForestDryPoor
447.940097,4,42214,ForestDryPoor
724.583368,6,42215,ForestDryPoor
724.583368,6,42216,ForestDryPoor
724.583368,6,42217,ForestDryPoor
724.583368,6,42218,ForestDryPoor
724.583368,6,42219,ForestDryPoor
630.853156,5,42220,ForestDryPoor
743.554352,6,42221,ForestDryPoor
743.554352,6,42222,ForestDryPoor
743.554352,6,42223,ForestDryPoor
743.554352,6,42224,ForestDryPoor
630.853156,5,42225,ForestDryPoor
761.6519149999999,6,42226,ForestDryPoor
771.7873109999999,6,42227,ForestDryPoor
771.7873109999999,6,42228,ForestDryPoor
771.7873109999999,6,42229,ForestDryPoor
771.7873109999999,6,42230,ForestDryPoor
861.538379,7,42231,ForestDryPoor
861.538379,7,42232,ForestDryPoor
861.538379,7,42233,ForestDryPoor
861.538379,7,42234,ForestDryPoor
861.538379,7,42235,ForestDryPoor
861.538379,7,42236,ForestDryPoor
861.538379,7,42237,ForestDryPoor
861.538379,7,42238,ForestDryPoor
861.538379,7,42239,ForestDryPoor
861.538379,7,42240,ForestDryPoor
861.538379,7,42241,ForestDryPoor
861.538379,7,42242,ForestDryPoor
861.538379,7,42243,ForestDryPoor
861.538379,7,42244,ForestDryPoor
861.538379,7,42245,ForestDryPoor
861.538379,7,42246,ForestDryPoor
247.46847399999996,2,42749,ForestDryPoor
247.46847399999996,2,42750,ForestDryPoor
247.46847399999996,2,42751,ForestDryPoor
247.46847399999996,2,42752,ForestDryPoor
247.46847399999996,2,42753,ForestDryPoor
247.46847399999996,2,42754,ForestDryPoor
247.46847399999996,2,42755,ForestDryPoor
247.46847399999996,2,42756,ForestDryPoor
247.46847399999996,2,42757,ForestDryPoor
247.46847399999996,2,42758,ForestDryPoor
247.46847399999996,2,42759,ForestDryPoor
247.46847399999996,2,42760,ForestDryPoor
247.46847399999996,2,42761,ForestDryPoor
247.46847399999996,2,42762,ForestDryPoor
247.46847399999996,2,42763,ForestDryPoor
247.46847399999996,2,42764,ForestDryPoor
247.46847399999996,2,42765,ForestDryPoor
247.46847399999996,2,42766,ForestDryPoor
247.46847399999996,2,42767,ForestDryPoor
247.46847399999996,2,42768,ForestDryPoor
247.46847399999996,2,42769,ForestDryPoor
247.46847399999996,2,42770,ForestDryPoor
247.46847399999996,2,42771,ForestDryPoor
341.19868599999995,3,42772,ForestDryPoor
341.19868599999995,3,42773,ForestDryPoor
341.19868599999995,3,42774,ForestDryPoor
341.19868599999995,3,42775,ForestDryPoor
341.19868599999995,3,42776,ForestDryPoor
341.19868599999995,3,42777,ForestDryPoor
341.19868599999995,3,42778,ForestDryPoor
341.19868599999995,3,42779,ForestDryPoor
341.19868599999995,3,42780,ForestDryPoor
341.19868599999995,3,42781,ForestDryPoor
341.19868599999995,3,42782,ForestDryPoor
341.19868599999995,3,42783,ForestDryPoor
341.19868599999995,3,42784,ForestDryPoor
341.19868599999995,3,42785,ForestDryPoor
341.19868599999995,3,42806,ForestDryPoor
341.19868599999995,3,42807,ForestDryPoor
341.19868599999995,3,42808,ForestDryPoor
341.19868599999995,3,42809,ForestDryPoor
447.940097,4,42810,ForestDryPoor
447.940097,4,42811,ForestDryPoor
447.940097,4,42812,ForestDryPoor
724.583368,6,42813,ForestDryPoor
724.583368,6,42814,ForestDryPoor
724.583368,6,42815,ForestDryPoor
724.583368,6,42816,ForestDryPoor
724.583368,6,42817,ForestDryPoor
724.583368,6,42818,ForestDryPoor
837.2845639999999,7,42819,ForestDryPoor
837.2845639999999,7,42820,ForestDryPoor
743.554352,6,42821,ForestDryPoor
743.554352,6,42822,ForestDryPoor
874.353111,7,42823,ForestDryPoor
874.353111,7,42824,ForestDryPoor
878.5287219999999,7,42825,ForestDryPoor
771.7873109999999,6,42826,ForestDryPoor
771.7873109999999,6,42827,ForestDryPoor
771.7873109999999,6,42828,ForestDryPoor
861.538379,7,42829,ForestDryPoor
861.538379,7,42830,ForestDryPoor
861.538379,7,42831,ForestDryPoor
861.538379,7,42832,ForestDryPoor
861.538379,7,42833,ForestDryPoor
861.538379,7,42834,ForestDryPoor
861.538379,7,42835,ForestDryPoor
861.538379,7,42836,ForestDryPoor
861.538379,7,42837,ForestDryPoor
861.538379,7,42838,ForestDryPoor
861.538379,7,42839,ForestDryPoor
861.538379,7,42840,ForestDryPoor
861.538379,7,42841,ForestDryPoor
861.538379,7,42842,ForestDryPoor
861.538379,7,42843,ForestDryPoor
861.538379,7,42844,ForestDryPoor
861.538379,7,42845,ForestDryPoor
247.46847399999996,2,43347,ForestDryPoor
247.46847399999996,2,43348,ForestDryPoor
247.46847399999996,2,43349,ForestDryPoor
247.46847399999996,2,43350,ForestDryPoor
247.46847399999996,2,43351,ForestDryPoor
247.46847399999996,2,43352,ForestDryPoor
247.46847399999996,2,43353,ForestDryPoor
247.46847399999996,2,43354,ForestDryPoor
247.46847399999996,2,43355,ForestDryPoor
247.46847399999996,2,43356,ForestDryPoor
247.46847399999996,2,43357,ForestDryPoor
247.46847399999996,2,43358,ForestDryPoor
247.46847399999996,2,43359,ForestDryPoor
247.46847399999996,2,43360,ForestDryPoor
247.46847399999996,2,43361,ForestDryPoor
247.46847399999996,2,43362,ForestDryPoor
247.46847399999996,2,43363,ForestDryPoor
247.46847399999996,2,43364,ForestDryPoor
247.46847399999996,2,43365,ForestDryPoor
247.46847399999996,2,43366,ForestDryPoor
247.46847399999996,2,43367,ForestDryPoor
247.46847399999996,2,43368,ForestDryPoor
341.19868599999995,3,43369,ForestDryPoor
341.19868599999995,3,43370,ForestDryPoor
341.19868599999995,3,43371,ForestDryPoor
341.19868599999995,3,43372,ForestDryPoor
341.19868599999995,3,43373,ForestDryPoor
341.19868599999995,3,43374,ForestDryPoor
341.19868599999995,3,43375,ForestDryPoor
341.19868599999995,3,43376,ForestDryPoor
341.19868599999995,3,43377,ForestDryPoor
341.19868599999995,3,43378,ForestDryPoor
341.19868599999995,3,43379,ForestDryPoor
341.19868599999995,3,43380,ForestDryPoor
341.19868599999995,3,43381,ForestDryPoor
341.19868599999995,3,43382,ForestDryPoor
341.19868599999995,3,43383,ForestDryPoor
341.19868599999995,3,43384,ForestDryPoor
341.19868599999995,3,43405,ForestDryPoor
341.19868599999995,3,43406,ForestDryPoor
341.19868599999995,3,43407,ForestDryPoor
447.940097,4,43408,ForestDryPoor
447.940097,4,43409,ForestDryPoor
447.940097,4,43410,ForestDryPoor
724.583368,6,43411,ForestDryPoor
724.583368,6,43412,ForestDryPoor
724.583368,6,43413,ForestDryPoor
724.583368,6,43414,ForestDryPoor
724.583368,6,43415,ForestDryPoor
837.2845639999999,7,43416,ForestDryPoor
837.2845639999999,7,43417,ForestDryPoor
837.2845639999999,7,43418,ForestDryPoor
837.2845639999999,7,43419,ForestDryPoor
968.083323,8,43420,ForestDryPoor
968.083323,8,43421,ForestDryPoor
874.353111,7,43422,ForestDryPoor
991.229918,8,43423,ForestDryPoor
991.229918,8,43424,ForestDryPoor
878.5287219999999,7,43425,ForestDryPoor
771.7873109999999,6,43426,ForestDryPoor
861.538379,7,43427,ForestDryPoor
861.538379,7,43428,ForestDryPoor
861.538379,7,43429,ForestDryPoor
861.538379,7,43430,ForestDryPoor
861.538379,7,43431,ForestDryPoor
861.538379,7,43432,ForestDryPoor
861.538379,7,43433,ForestDryPoor
861.538379,7,43434,ForestDryPoor
861.538379,7,43435,ForestDryPoor
861.538379,7,43436,ForestDryPoor
861.538379,7,43437,ForestDryPoor
861.538379,7,43438,ForestDryPoor
861.538379,7,43439,ForestDryPoor
861.538379,7,43440,ForestDryPoor
861.538379,7,43441,ForestDryPoor
861.538379,7,43442,ForestDryPoor
861.538379,7,43443,ForestDryPoor
861.538379,7,43444,ForestDryPoor
0,1,43945,ForestDryPoor
247.46847399999996,2,43946,ForestDryPoor
247.46847399999996,2,43947,ForestDryPoor
247.46847399999996,2,43948,ForestDryPoor
247.46847399999996,2,43949,ForestDryPoor
247.46847399999996,2,43950,ForestDryPoor
247.46847399999996,2,43951,ForestDryPoor
247.46847399999996,2,43952,ForestDryPoor
247.46847399999996,2,43953,ForestDryPoor
247.46847399999996,2,43954,ForestDryPoor
247.46847399999996,2,43955,ForestDryPoor
247.46847399999996,2,43956,ForestDryPoor
247.46847399999996,2,43957,ForestDryPoor
247.46847399999996,2,43958,ForestDryPoor
247.46847399999996,2,43959,ForestDryPoor
247.46847399999996,2,43960,ForestDryPoor
247.46847399999996,2,43961,ForestDryPoor
247.46847399999996,2,43962,ForestDryPoor
247.46847399999996,2,43963,ForestDryPoor
247.46847399999996,2,43964,ForestDryPoor
247.46847399999996,2,43965,ForestDryPoor
341.19868599999995,3,43966,ForestDryPoor
341.19868599999995,3,43967,ForestDryPoor
341.19868599999995,3,43968,ForestDryPoor
341.19868599999995,3,43969,ForestDryPoor
341.19868599999995,3,43970,ForestDryPoor
341.19868599999995,3,43971,ForestDryPoor
341.19868599999995,3,43972,ForestDryPoor
341.19868599999995,3,43973,ForestDryPoor
341.19868599999995,3,43974,ForestDryPoor
341.19868599999995,3,43975,ForestDryPoor
341.19868599999995,3,43976,ForestDryPoor
341.19868599999995,3,43977,ForestDryPoor
341.19868599999995,3,43978,ForestDryPoor
341.19868599999995,3,43979,ForestDryPoor
341.19868599999995,3,43980,ForestDryPoor
341.19868599999995,3,43981,ForestDryPoor
341.19868599999995,3,43982,ForestDryPoor
341.19868599999995,3,43983,ForestDryPoor
341.19868599999995,3,44004,ForestDryPoor
341.19868599999995,3,44005,ForestDryPoor
447.940097,4,44006,ForestDryPoor
447.940097,4,44007,ForestDryPoor
447.940097,4,44008,ForestDryPoor
447.940097,4,44009,ForestDryPoor
724.583368,6,44010,ForestDryPoor
724.583368,6,44011,ForestDryPoor
724.583368,6,44012,ForestDryPoor
724.583368,6,44013,ForestDryPoor
837.2845639999999,7,44014,ForestDryPoor
837.2845639999999,7,44015,ForestDryPoor
837.2845639999999,7,44016,ForestDryPoor
837.2845639999999,7,44017,ForestDryPoor
968.083323,8,44018,ForestDryPoor
968.083323,8,44019,ForestDryPoor
968.083323,8,44020,ForestDryPoor
1084.96013,9,44021,ForestDryPoor
991.229918,8,44022,ForestDryPoor
991.229918,8,44023,ForestDryPoor
991.229918,8,44024,ForestDryPoor
968.2797899999999,8,44025,ForestDryPoor
861.538379,7,44026,ForestDryPoor
861.538379,7,44027,ForestDryPoor
861.538379,7,44028,ForestDryPoor
861.538379,7,44029,ForestDryPoor
861.538379,7,44030,ForestDryPoor
861.538379,7,44031,ForestDryPoor
861.538379,7,44032,ForestDryPoor
861.538379,7,44033,ForestDryPoor
861.538379,7,44034,ForestDryPoor
861.538379,7,44035,ForestDryPoor
861.538379,7,44036,ForestDryPoor
861.538379,7,44037,ForestDryPoor
861.538379,7,44038,ForestDryPoor
861.538379,7,44039,ForestDryPoor
861.538379,7,44040,ForestDryPoor
861.538379,7,44041,ForestDryPoor
861.538379,7,44042,ForestDryPoor
861.538379,7,44043,ForestDryPoor
247.46847399999996,2,44544,ForestDryPoor
247.46847399999996,2,44545,ForestDryPoor
247.46847399999996,2,44546,ForestDryPoor
247.46847399999996,2,44547,ForestDryPoor
247.46847399999996,2,44548,ForestDryPoor
247.46847399999996,2,44549,ForestDryPoor
247.46847399999996,2,44550,ForestDryPoor
247.46847399999996,2,44551,ForestDryPoor
247.46847399999996,2,44552,ForestDryPoor
247.46847399999996,2,44553,ForestDryPoor
247.46847399999996,2,44554,ForestDryPoor
247.46847399999996,2,44555,ForestDryPoor
247.46847399999996,2,44556,ForestDryPoor
247.46847399999996,2,44557,ForestDryPoor
247.46847399999996,2,44558,ForestDryPoor
247.46847399999996,2,44559,ForestDryPoor
