PD,SR,cell,Landuse
0,1,10,ForestDryPoor
0,1,13,ForestDryPoor
0,1,24,ForestDryPoor
0,1,28,ForestDryPoor
0,1,57,ForestDryPoor
0,1,88,ForestDryPoor
0,1,111,ForestDryPoor
0,1,117,ForestDryPoor
0,1,143,ForestDryPoor
0,1,282,ForestDryPoor
0,1,548,ForestDryPoor
0,1,572,ForestDryPoor
0,1,1507,ForestDryPoor
0,1,3024,ForestDryPoor
0,1,30860,ForestDryPoor
0,1,30861,ForestDryPoor
0,1,30862,ForestDryPoor
0,1,30863,ForestDryPoor
0,1,30864,ForestDryPoor
0,1,30865,ForestDryPoor
0,1,31455,ForestDryPoor
0,1,31456,ForestDryPoor
0,1,31457,ForestDryPoor
0,1,31458,ForestDryPoor
0,1,31459,ForestDryPoor
0,1,31460,ForestDryPoor
910.266457,3,31461,ForestDryPoor
1041.065216,4,31462,ForestDryPoor
1041.065216,4,31463,ForestDryPoor
1041.065216,4,31464,ForestDryPoor
0,1,31999,ForestDryPoor
0,1,32000,ForestDryPoor
0,1,32001,ForestDryPoor
0,1,32002,ForestDryPoor
0,1,32003,ForestDryPoor
0,1,32050,ForestDryPoor
0,1,32051,ForestDryPoor
0,1,32052,ForestDryPoor
0,1,32053,ForestDryPoor
0,1,32054,ForestDryPoor
0,1,32055,ForestDryPoor
1041.065216,4,32056,ForestDryPoor
1041.065216,4,32057,ForestDryPoor
1176.823281,5,32058,ForestDryPoor
1176.823281,5,32059,ForestDryPoor
1176.823281,5,32060,ForestDryPoor
1176.823281,5,32061,ForestDryPoor
1176.823281,5,32062,ForestDryPoor
1176.823281,5,32063,ForestDryPoor
0,1,32593,ForestDryPoor
0,1,32594,ForestDryPoor
0,1,32595,ForestDryPoor
0,1,32596,ForestDryPoor
247.46847399999996,2,32597,ForestDryPoor
247.46847399999996,2,32598,ForestDryPoor
247.46847399999996,2,32599,ForestDryPoor
247.46847399999996,2,32600,ForestDryPoor
247.46847399999996,2,32601,ForestDryPoor
247.46847399999996,2,32602,ForestDryPoor
0,1,32647,ForestDryPoor
0,1,32648,ForestDryPoor
0,1,32649,ForestDryPoor
0,1,32650,ForestDryPoor
0,1,32651,ForestDryPoor
1041.065216,4,32652,ForestDryPoor
1176.823281,5,32653,ForestDryPoor
1176.823281,5,32654,ForestDryPoor
1176.823281,5,32655,ForestDryPoor
1176.823281,5,32656,ForestDryPoor
1176.823281,5,32657,ForestDryPoor
1176.823281,5,32658,ForestDryPoor
1176.823281,5,32659,ForestDryPoor
1176.823281,5,32660,ForestDryPoor
1176.823281,5,32661,ForestDryPoor
1176.823281,5,32662,ForestDryPoor
0,1,33188,ForestDryPoor
0,1,33189,ForestDryPoor
0,1,33190,ForestDryPoor
247.46847399999996,2,33191,ForestDryPoor
247.46847399999996,2,33192,ForestDryPoor
247.46847399999996,2,33193,ForestDryPoor
247.46847399999996,2,33194,ForestDryPoor
247.46847399999996,2,33195,ForestDryPoor
247.46847399999996,2,33196,ForestDryPoor
247.46847399999996,2,33197,ForestDryPoor
247.46847399999996,2,33198,ForestDryPoor
247.46847399999996,2,33199,ForestDryPoor
247.46847399999996,2,33200,ForestDryPoor
247.46847399999996,2,33201,ForestDryPoor
0,1,33243,ForestDryPoor
0,1,33244,ForestDryPoor
0,1,33245,ForestDryPoor
0,1,33246,ForestDryPoor
0,1,33247,ForestDryPoor
781.405079,2,33248,ForestDryPoor
1176.823281,5,33249,ForestDryPoor
1176.823281,5,33250,ForestDryPoor
1176.823281,5,33251,ForestDryPoor
1176.823281,5,33252,ForestDryPoor
1176.823281,5,33253,ForestDryPoor
1176.823281,5,33254,ForestDryPoor
1176.823281,5,33255,ForestDryPoor
1176.823281,5,33256,ForestDryPoor
1176.823281,5,33257,ForestDryPoor
1176.823281,5,33258,ForestDryPoor
1176.823281,5,33259,ForestDryPoor
1176.823281,5,33260,ForestDryPoor
1176.823281,5,33261,ForestDryPoor
0,1,33785,ForestDryPoor
247.46847399999996,2,33786,ForestDryPoor
247.46847399999996,2,33787,ForestDryPoor
247.46847399999996,2,33788,ForestDryPoor
247.46847399999996,2,33789,ForestDryPoor
247.46847399999996,2,33790,ForestDryPoor
247.46847399999996,2,33791,ForestDryPoor
247.46847399999996,2,33792,ForestDryPoor
247.46847399999996,2,33793,ForestDryPoor
247.46847399999996,2,33794,ForestDryPoor
247.46847399999996,2,33795,ForestDryPoor
247.46847399999996,2,33796,ForestDryPoor
247.46847399999996,2,33797,ForestDryPoor
247.46847399999996,2,33798,ForestDryPoor
247.46847399999996,2,33799,ForestDryPoor
247.46847399999996,2,33800,ForestDryPoor
0,1,33841,ForestDryPoor
0,1,33842,ForestDryPoor
0,1,33843,ForestDryPoor
0,1,33844,ForestDryPoor
1176.823281,5,33845,ForestDryPoor
1176.823281,5,33846,ForestDryPoor
1176.823281,5,33847,ForestDryPoor
1176.823281,5,33848,ForestDryPoor
1176.823281,5,33849,ForestDryPoor
1176.823281,5,33850,ForestDryPoor
1176.823281,5,33851,ForestDryPoor
1176.823281,5,33852,ForestDryPoor
1176.823281,5,33853,ForestDryPoor
1176.823281,5,33854,ForestDryPoor
1176.823281,5,33855,ForestDryPoor
1176.823281,5,33856,ForestDryPoor
1176.823281,5,33857,ForestDryPoor
1176.823281,5,33858,ForestDryPoor
1176.823281,5,33859,ForestDryPoor
1176.823281,5,33860,ForestDryPoor
0,1,34381,ForestDryPoor
0,1,34382,ForestDryPoor
247.46847399999996,2,34383,ForestDryPoor
247.46847399999996,2,34384,ForestDryPoor
247.46847399999996,2,34385,ForestDryPoor
247.46847399999996,2,34386,ForestDryPoor
247.46847399999996,2,34387,ForestDryPoor
247.46847399999996,2,34388,ForestDryPoor
247.46847399999996,2,34389,ForestDryPoor
247.46847399999996,2,34390,ForestDryPoor
247.46847399999996,2,34391,ForestDryPoor
247.46847399999996,2,34392,ForestDryPoor
247.46847399999996,2,34393,ForestDryPoor
247.46847399999996,2,34394,ForestDryPoor
247.46847399999996,2,34395,ForestDryPoor
247.46847399999996,2,34396,ForestDryPoor
247.46847399999996,2,34397,ForestDryPoor
247.46847399999996,2,34398,ForestDryPoor
247.46847399999996,2,34399,ForestDryPoor
0,1,34440,ForestDryPoor
781.405079,2,34441,ForestDryPoor
781.405079,2,34442,ForestDryPoor
1176.823281,5,34443,ForestDryPoor
1176.823281,5,34444,ForestDryPoor
1176.823281,5,34445,ForestDryPoor
1176.823281,5,34446,ForestDryPoor
1176.823281,5,34447,ForestDryPoor
1176.823281,5,34448,ForestDryPoor
1176.823281,5,34449,ForestDryPoor
1176.823281,5,34450,ForestDryPoor
1176.823281,5,34451,ForestDryPoor
1176.823281,5,34452,ForestDryPoor
1176.823281,5,34453,ForestDryPoor
1176.823281,5,34454,ForestDryPoor
1176.823281,5,34455,ForestDryPoor
1176.823281,5,34456,ForestDryPoor
1176.823281,5,34457,ForestDryPoor
1176.823281,5,34458,ForestDryPoor
1176.823281,5,34459,ForestDryPoor
0,1,34978,ForestDryPoor
0,1,34979,ForestDryPoor
247.46847399999996,2,34980,ForestDryPoor
247.46847399999996,2,34981,ForestDryPoor
247.46847399999996,2,34982,ForestDryPoor
247.46847399999996,2,34983,ForestDryPoor
247.46847399999996,2,34984,ForestDryPoor
247.46847399999996,2,34985,ForestDryPoor
247.46847399999996,2,34986,ForestDryPoor
247.46847399999996,2,34987,ForestDryPoor
247.46847399999996,2,34988,ForestDryPoor
247.46847399999996,2,34989,ForestDryPoor
247.46847399999996,2,34990,ForestDryPoor
247.46847399999996,2,34991,ForestDryPoor
247.46847399999996,2,34992,ForestDryPoor
247.46847399999996,2,34993,ForestDryPoor
247.46847399999996,2,34994,ForestDryPoor
247.46847399999996,2,34995,ForestDryPoor
247.46847399999996,2,34996,ForestDryPoor
247.46847399999996,2,34997,ForestDryPoor
247.46847399999996,2,34998,ForestDryPoor
0,1,35039,ForestDryPoor
531.1762669999999,4,35040,ForestDryPoor
531.1762669999999,4,35041,ForestDryPoor
531.1762669999999,4,35042,ForestDryPoor
531.1762669999999,4,35043,ForestDryPoor
531.1762669999999,4,35044,ForestDryPoor
531.1762669999999,4,35045,ForestDryPoor
531.1762669999999,4,35046,ForestDryPoor
531.1762669999999,4,35047,ForestDryPoor
531.1762669999999,4,35048,ForestDryPoor
531.1762669999999,4,35049,ForestDryPoor
531.1762669999999,4,35050,ForestDryPoor
531.1762669999999,4,35051,ForestDryPoor
531.1762669999999,4,35052,ForestDryPoor
531.1762669999999,4,35053,ForestDryPoor
531.1762669999999,4,35054,ForestDryPoor
531.1762669999999,4,35055,ForestDryPoor
531.1762669999999,4,35056,ForestDryPoor
531.1762669999999,4,35057,ForestDryPoor
531.1762669999999,4,35058,ForestDryPoor
0,1,35575,ForestDryPoor
247.46847399999996,2,35576,ForestDryPoor
247.46847399999996,2,35577,ForestDryPoor
247.46847399999996,2,35578,ForestDryPoor
247.46847399999996,2,35579,ForestDryPoor
247.46847399999996,2,35580,ForestDryPoor
247.46847399999996,2,35581,ForestDryPoor
247.46847399999996,2,35582,ForestDryPoor
247.46847399999996,2,35583,ForestDryPoor
247.46847399999996,2,35584,ForestDryPoor
247.46847399999996,2,35585,ForestDryPoor
247.46847399999996,2,35586,ForestDryPoor
247.46847399999996,2,35587,ForestDryPoor
247.46847399999996,2,35588,ForestDryPoor
247.46847399999996,2,35589,ForestDryPoor
247.46847399999996,2,35590,ForestDryPoor
247.46847399999996,2,35591,ForestDryPoor
247.46847399999996,2,35592,ForestDryPoor
247.46847399999996,2,35593,ForestDryPoor
247.46847399999996,2,35594,ForestDryPoor
247.46847399999996,2,35595,ForestDryPoor
247.46847399999996,2,35596,ForestDryPoor
247.46847399999996,2,35597,ForestDryPoor
531.1762669999999,4,35638,ForestDryPoor
531.1762669999999,4,35639,ForestDryPoor
531.1762669999999,4,35640,ForestDryPoor
531.1762669999999,4,35641,ForestDryPoor
531.1762669999999,4,35642,ForestDryPoor
531.1762669999999,4,35643,ForestDryPoor
531.1762669999999,4,35644,ForestDryPoor
531.1762669999999,4,35645,ForestDryPoor
531.1762669999999,4,35646,ForestDryPoor
531.1762669999999,4,35647,ForestDryPoor
531.1762669999999,4,35648,ForestDryPoor
531.1762669999999,4,35649,ForestDryPoor
531.1762669999999,4,35650,ForestDryPoor
531.1762669999999,4,35651,ForestDryPoor
531.1762669999999,4,35652,ForestDryPoor
531.1762669999999,4,35653,ForestDryPoor
531.1762669999999,4,35654,ForestDryPoor
531.1762669999999,4,35655,ForestDryPoor
531.1762669999999,4,35656,ForestDryPoor
531.1762669999999,4,35657,ForestDryPoor
0,1,36173,ForestDryPoor
247.46847399999996,2,36174,ForestDryPoor
247.46847399999996,2,36175,ForestDryPoor
247.46847399999996,2,36176,ForestDryPoor
247.46847399999996,2,36177,ForestDryPoor
247.46847399999996,2,36178,ForestDryPoor
247.46847399999996,2,36179,ForestDryPoor
247.46847399999996,2,36180,ForestDryPoor
247.46847399999996,2,36181,ForestDryPoor
247.46847399999996,2,36182,ForestDryPoor
247.46847399999996,2,36183,ForestDryPoor
247.46847399999996,2,36184,ForestDryPoor
247.46847399999996,2,36185,ForestDryPoor
247.46847399999996,2,36186,ForestDryPoor
247.46847399999996,2,36187,ForestDryPoor
247.46847399999996,2,36188,ForestDryPoor
247.46847399999996,2,36189,ForestDryPoor
247.46847399999996,2,36190,ForestDryPoor
247.46847399999996,2,36191,ForestDryPoor
247.46847399999996,2,36192,ForestDryPoor
247.46847399999996,2,36193,ForestDryPoor
247.46847399999996,2,36194,ForestDryPoor
247.46847399999996,2,36195,ForestDryPoor
247.46847399999996,2,36196,ForestDryPoor
531.1762669999999,4,36237,ForestDryPoor
531.1762669999999,4,36238,ForestDryPoor
531.1762669999999,4,36239,ForestDryPoor
531.1762669999999,4,36240,ForestDryPoor
531.1762669999999,4,36241,ForestDryPoor
531.1762669999999,4,36242,ForestDryPoor
531.1762669999999,4,36243,ForestDryPoor
531.1762669999999,4,36244,ForestDryPoor
531.1762669999999,4,36245,ForestDryPoor
531.1762669999999,4,36246,ForestDryPoor
531.1762669999999,4,36247,ForestDryPoor
531.1762669999999,4,36248,ForestDryPoor
400.377508,3,36249,ForestDryPoor
400.377508,3,36250,ForestDryPoor
400.377508,3,36251,ForestDryPoor
400.377508,3,36252,ForestDryPoor
400.377508,3,36253,ForestDryPoor
400.377508,3,36254,ForestDryPoor
400.377508,3,36255,ForestDryPoor
400.377508,3,36256,ForestDryPoor
0,1,36770,ForestDryPoor
247.46847399999996,2,36771,ForestDryPoor
247.46847399999996,2,36772,ForestDryPoor
247.46847399999996,2,36773,ForestDryPoor
247.46847399999996,2,36774,ForestDryPoor
247.46847399999996,2,36775,ForestDryPoor
247.46847399999996,2,36776,ForestDryPoor
247.46847399999996,2,36777,ForestDryPoor
247.46847399999996,2,36778,ForestDryPoor
247.46847399999996,2,36779,ForestDryPoor
247.46847399999996,2,36780,ForestDryPoor
247.46847399999996,2,36781,ForestDryPoor
247.46847399999996,2,36782,ForestDryPoor
247.46847399999996,2,36783,ForestDryPoor
247.46847399999996,2,36784,ForestDryPoor
247.46847399999996,2,36785,ForestDryPoor
247.46847399999996,2,36786,ForestDryPoor
247.46847399999996,2,36787,ForestDryPoor
247.46847399999996,2,36788,ForestDryPoor
247.46847399999996,2,36789,ForestDryPoor
247.46847399999996,2,36790,ForestDryPoor
247.46847399999996,2,36791,ForestDryPoor
247.46847399999996,2,36792,ForestDryPoor
247.46847399999996,2,36793,ForestDryPoor
247.46847399999996,2,36794,ForestDryPoor
247.46847399999996,2,36795,ForestDryPoor
400.377508,3,36836,ForestDryPoor
400.377508,3,36837,ForestDryPoor
400.377508,3,36838,ForestDryPoor
400.377508,3,36839,ForestDryPoor
400.377508,3,36840,ForestDryPoor
400.377508,3,36841,ForestDryPoor
400.377508,3,36842,ForestDryPoor
400.377508,3,36843,ForestDryPoor
400.377508,3,36844,ForestDryPoor
400.377508,3,36845,ForestDryPoor
400.377508,3,36846,ForestDryPoor
400.377508,3,36847,ForestDryPoor
400.377508,3,36848,ForestDryPoor
400.377508,3,36849,ForestDryPoor
400.377508,3,36850,ForestDryPoor
400.377508,3,36851,ForestDryPoor
531.1762669999999,4,36852,ForestDryPoor
531.1762669999999,4,36853,ForestDryPoor
620.927335,5,36854,ForestDryPoor
620.927335,5,36855,ForestDryPoor
0,1,37367,ForestDryPoor
247.46847399999996,2,37368,ForestDryPoor
247.46847399999996,2,37369,ForestDryPoor
247.46847399999996,2,37370,ForestDryPoor
247.46847399999996,2,37371,ForestDryPoor
247.46847399999996,2,37372,ForestDryPoor
247.46847399999996,2,37373,ForestDryPoor
247.46847399999996,2,37374,ForestDryPoor
247.46847399999996,2,37375,ForestDryPoor
247.46847399999996,2,37376,ForestDryPoor
247.46847399999996,2,37377,ForestDryPoor
247.46847399999996,2,37378,ForestDryPoor
247.46847399999996,2,37379,ForestDryPoor
247.46847399999996,2,37380,ForestDryPoor
247.46847399999996,2,37381,ForestDryPoor
247.46847399999996,2,37382,ForestDryPoor
247.46847399999996,2,37383,ForestDryPoor
247.46847399999996,2,37384,ForestDryPoor
247.46847399999996,2,37385,ForestDryPoor
247.46847399999996,2,37386,ForestDryPoor
247.46847399999996,2,37387,ForestDryPoor
247.46847399999996,2,37388,ForestDryPoor
247.46847399999996,2,37389,ForestDryPoor
247.46847399999996,2,37390,ForestDryPoor
247.46847399999996,2,37391,ForestDryPoor
247.46847399999996,2,37392,ForestDryPoor
247.46847399999996,2,37393,ForestDryPoor
247.46847399999996,2,37394,ForestDryPoor
400.377508,3,37435,ForestDryPoor
400.377508,3,37436,ForestDryPoor
400.377508,3,37437,ForestDryPoor
400.377508,3,37438,ForestDryPoor
400.377508,3,37439,ForestDryPoor
400.377508,3,37440,ForestDryPoor
400.377508,3,37441,ForestDryPoor
400.377508,3,37442,ForestDryPoor
400.377508,3,37443,ForestDryPoor
400.377508,3,37444,ForestDryPoor
400.377508,3,37445,ForestDryPoor
400.377508,3,37446,ForestDryPoor
400.377508,3,37447,ForestDryPoor
400.377508,3,37448,ForestDryPoor
531.1762669999999,4,37449,ForestDryPoor
531.1762669999999,4,37450,ForestDryPoor
620.927335,5,37451,ForestDryPoor
744.661572,6,37452,ForestDryPoor
744.661572,6,37453,ForestDryPoor
744.661572,6,37454,ForestDryPoor
0,1,37965,ForestDryPoor
247.46847399999996,2,37966,ForestDryPoor
247.46847399999996,2,37967,ForestDryPoor
247.46847399999996,2,37968,ForestDryPoor
247.46847399999996,2,37969,ForestDryPoor
247.46847399999996,2,37970,ForestDryPoor
247.46847399999996,2,37971,ForestDryPoor
247.46847399999996,2,37972,ForestDryPoor
247.46847399999996,2,37973,ForestDryPoor
247.46847399999996,2,37974,ForestDryPoor
247.46847399999996,2,37975,ForestDryPoor
247.46847399999996,2,37976,ForestDryPoor
247.46847399999996,2,37977,ForestDryPoor
247.46847399999996,2,37978,ForestDryPoor
247.46847399999996,2,37979,ForestDryPoor
247.46847399999996,2,37980,ForestDryPoor
247.46847399999996,2,37981,ForestDryPoor
247.46847399999996,2,37982,ForestDryPoor
247.46847399999996,2,37983,ForestDryPoor
247.46847399999996,2,37984,ForestDryPoor
247.46847399999996,2,37985,ForestDryPoor
247.46847399999996,2,37986,ForestDryPoor
247.46847399999996,2,37987,ForestDryPoor
247.46847399999996,2,37988,ForestDryPoor
247.46847399999996,2,37989,ForestDryPoor
247.46847399999996,2,37990,ForestDryPoor
247.46847399999996,2,37991,ForestDryPoor
247.46847399999996,2,37992,ForestDryPoor
247.46847399999996,2,37993,ForestDryPoor
400.377508,3,38034,ForestDryPoor
400.377508,3,38035,ForestDryPoor
400.377508,3,38036,ForestDryPoor
400.377508,3,38037,ForestDryPoor
400.377508,3,38038,ForestDryPoor
400.377508,3,38039,ForestDryPoor
400.377508,3,38040,ForestDryPoor
400.377508,3,38041,ForestDryPoor
400.377508,3,38042,ForestDryPoor
400.377508,3,38043,ForestDryPoor
400.377508,3,38044,ForestDryPoor
654.910504,5,38045,ForestDryPoor
654.910504,5,38046,ForestDryPoor
654.910504,5,38047,ForestDryPoor
744.661572,6,38048,ForestDryPoor
744.661572,6,38049,ForestDryPoor
744.661572,6,38050,ForestDryPoor
744.661572,6,38051,ForestDryPoor
744.661572,6,38052,ForestDryPoor
744.661572,6,38053,ForestDryPoor
0,1,38563,ForestDryPoor
247.46847399999996,2,38564,ForestDryPoor
247.46847399999996,2,38565,ForestDryPoor
247.46847399999996,2,38566,ForestDryPoor
247.46847399999996,2,38567,ForestDryPoor
247.46847399999996,2,38568,ForestDryPoor
247.46847399999996,2,38569,ForestDryPoor
247.46847399999996,2,38570,ForestDryPoor
247.46847399999996,2,38571,ForestDryPoor
247.46847399999996,2,38572,ForestDryPoor
247.46847399999996,2,38573,ForestDryPoor
247.46847399999996,2,38574,ForestDryPoor
247.46847399999996,2,38575,ForestDryPoor
247.46847399999996,2,38576,ForestDryPoor
247.46847399999996,2,38577,ForestDryPoor
247.46847399999996,2,38578,ForestDryPoor
247.46847399999996,2,38579,ForestDryPoor
247.46847399999996,2,38580,ForestDryPoor
247.46847399999996,2,38581,ForestDryPoor
247.46847399999996,2,38582,ForestDryPoor
247.46847399999996,2,38583,ForestDryPoor
247.46847399999996,2,38584,ForestDryPoor
247.46847399999996,2,38585,ForestDryPoor
247.46847399999996,2,38586,ForestDryPoor
247.46847399999996,2,38587,ForestDryPoor
247.46847399999996,2,38588,ForestDryPoor
247.46847399999996,2,38589,ForestDryPoor
247.46847399999996,2,38590,ForestDryPoor
247.46847399999996,2,38591,ForestDryPoor
247.46847399999996,2,38592,ForestDryPoor
247.46847399999996,2,38613,ForestDryPoor
247.46847399999996,2,38614,ForestDryPoor
247.46847399999996,2,38615,ForestDryPoor
247.46847399999996,2,38616,ForestDryPoor
247.46847399999996,2,38617,ForestDryPoor
247.46847399999996,2,38618,ForestDryPoor
247.46847399999996,2,38619,ForestDryPoor
247.46847399999996,2,38620,ForestDryPoor
247.46847399999996,2,38621,ForestDryPoor
247.46847399999996,2,38622,ForestDryPoor
354.209885,3,38623,ForestDryPoor
354.209885,3,38624,ForestDryPoor
213.482822,2,38625,ForestDryPoor
400.377508,3,38626,ForestDryPoor
400.377508,3,38627,ForestDryPoor
400.377508,3,38628,ForestDryPoor
400.377508,3,38629,ForestDryPoor
400.377508,3,38630,ForestDryPoor
400.377508,3,38631,ForestDryPoor
400.377508,3,38632,ForestDryPoor
400.377508,3,38633,ForestDryPoor
400.377508,3,38634,ForestDryPoor
400.377508,3,38635,ForestDryPoor
400.377508,3,38636,ForestDryPoor
400.377508,3,38637,ForestDryPoor
400.377508,3,38638,ForestDryPoor
524.111745,4,38639,ForestDryPoor
524.111745,4,38640,ForestDryPoor
524.111745,4,38641,ForestDryPoor
654.910504,5,38642,ForestDryPoor
654.910504,5,38643,ForestDryPoor
654.910504,5,38644,ForestDryPoor
744.661572,6,38645,ForestDryPoor
744.661572,6,38646,ForestDryPoor
744.661572,6,38647,ForestDryPoor
744.661572,6,38648,ForestDryPoor
744.661572,6,38649,ForestDryPoor
744.661572,6,38650,ForestDryPoor
744.661572,6,38651,ForestDryPoor
744.661572,6,38652,ForestDryPoor
247.46847399999996,2,39161,ForestDryPoor
247.46847399999996,2,39162,ForestDryPoor
247.46847399999996,2,39163,ForestDryPoor
247.46847399999996,2,39164,ForestDryPoor
247.46847399999996,2,39165,ForestDryPoor
247.46847399999996,2,39166,ForestDryPoor
247.46847399999996,2,39167,ForestDryPoor
247.46847399999996,2,39168,ForestDryPoor
247.46847399999996,2,39169,ForestDryPoor
247.46847399999996,2,39170,ForestDryPoor
247.46847399999996,2,39171,ForestDryPoor
247.46847399999996,2,39172,ForestDryPoor
247.46847399999996,2,39173,ForestDryPoor
247.46847399999996,2,39174,ForestDryPoor
247.46847399999996,2,39175,ForestDryPoor
247.46847399999996,2,39176,ForestDryPoor
247.46847399999996,2,39177,ForestDryPoor
247.46847399999996,2,39178,ForestDryPoor
247.46847399999996,2,39179,ForestDryPoor
247.46847399999996,2,39180,ForestDryPoor
247.46847399999996,2,39181,ForestDryPoor
247.46847399999996,2,39182,ForestDryPoor
247.46847399999996,2,39183,ForestDryPoor
247.46847399999996,2,39184,ForestDryPoor
247.46847399999996,2,39185,ForestDryPoor
247.46847399999996,2,39186,ForestDryPoor
247.46847399999996,2,39187,ForestDryPoor
247.46847399999996,2,39188,ForestDryPoor
247.46847399999996,2,39189,ForestDryPoor
247.46847399999996,2,39190,ForestDryPoor
247.46847399999996,2,39191,ForestDryPoor
247.46847399999996,2,39212,ForestDryPoor
247.46847399999996,2,39213,ForestDryPoor
247.46847399999996,2,39214,ForestDryPoor
247.46847399999996,2,39215,ForestDryPoor
247.46847399999996,2,39216,ForestDryPoor
247.46847399999996,2,39217,ForestDryPoor
247.46847399999996,2,39218,ForestDryPoor
247.46847399999996,2,39219,ForestDryPoor
247.46847399999996,2,39220,ForestDryPoor
354.209885,3,39221,ForestDryPoor
354.209885,3,39222,ForestDryPoor
354.209885,3,39223,ForestDryPoor
630.853156,5,39224,ForestDryPoor
507.118919,4,39225,ForestDryPoor
507.118919,4,39226,ForestDryPoor
400.377508,3,39227,ForestDryPoor
400.377508,3,39228,ForestDryPoor
400.377508,3,39229,ForestDryPoor
400.377508,3,39230,ForestDryPoor
400.377508,3,39231,ForestDryPoor
400.377508,3,39232,ForestDryPoor
400.377508,3,39233,ForestDryPoor
400.377508,3,39234,ForestDryPoor
400.377508,3,39235,ForestDryPoor
524.111745,4,39236,ForestDryPoor
524.111745,4,39237,ForestDryPoor
524.111745,4,39238,ForestDryPoor
654.910504,5,39239,ForestDryPoor
654.910504,5,39240,ForestDryPoor
654.910504,5,39241,ForestDryPoor
654.910504,5,39242,ForestDryPoor
744.661572,6,39243,ForestDryPoor
744.661572,6,39244,ForestDryPoor
861.538379,7,39245,ForestDryPoor
861.538379,7,39246,ForestDryPoor
861.538379,7,39247,ForestDryPoor
861.538379,7,39248,ForestDryPoor
861.538379,7,39249,ForestDryPoor
861.538379,7,39250,ForestDryPoor
861.538379,7,39251,ForestDryPoor
247.46847399999996,2,39759,ForestDryPoor
247.46847399999996,2,39760,ForestDryPoor
247.46847399999996,2,39761,ForestDryPoor
247.46847399999996,2,39762,ForestDryPoor
247.46847399999996,2,39763,ForestDryPoor
247.46847399999996,2,39764,ForestDryPoor
247.46847399999996,2,39765,ForestDryPoor
247.46847399999996,2,39766,ForestDryPoor
247.46847399999996,2,39767,ForestDryPoor
247.46847399999996,2,39768,ForestDryPoor
247.46847399999996,2,39769,ForestDryPoor
247.46847399999996,2,39770,ForestDryPoor
247.46847399999996,2,39771,ForestDryPoor
247.46847399999996,2,39772,ForestDryPoor
247.46847399999996,2,39773,ForestDryPoor
247.46847399999996,2,39774,ForestDryPoor
247.46847399999996,2,39775,ForestDryPoor
247.46847399999996,2,39776,ForestDryPoor
247.46847399999996,2,39777,ForestDryPoor
247.46847399999996,2,39778,ForestDryPoor
247.46847399999996,2,39779,ForestDryPoor
247.46847399999996,2,39780,ForestDryPoor
247.46847399999996,2,39781,ForestDryPoor
247.46847399999996,2,39782,ForestDryPoor
247.46847399999996,2,39783,ForestDryPoor
247.46847399999996,2,39784,ForestDryPoor
247.46847399999996,2,39785,ForestDryPoor
247.46847399999996,2,39786,ForestDryPoor
247.46847399999996,2,39787,ForestDryPoor
247.46847399999996,2,39788,ForestDryPoor
341.19868599999995,3,39789,ForestDryPoor
341.19868599999995,3,39790,ForestDryPoor
341.19868599999995,3,39811,ForestDryPoor
341.19868599999995,3,39812,ForestDryPoor
341.19868599999995,3,39813,ForestDryPoor
247.46847399999996,2,39814,ForestDryPoor
247.46847399999996,2,39815,ForestDryPoor
247.46847399999996,2,39816,ForestDryPoor
247.46847399999996,2,39817,ForestDryPoor
247.46847399999996,2,39818,ForestDryPoor
354.209885,3,39819,ForestDryPoor
354.209885,3,39820,ForestDryPoor
354.209885,3,39821,ForestDryPoor
630.853156,5,39822,ForestDryPoor
630.853156,5,39823,ForestDryPoor
630.853156,5,39824,ForestDryPoor
507.118919,4,39825,ForestDryPoor
507.118919,4,39826,ForestDryPoor
400.377508,3,39827,ForestDryPoor
400.377508,3,39828,ForestDryPoor
400.377508,3,39829,ForestDryPoor
400.377508,3,39830,ForestDryPoor
400.377508,3,39831,ForestDryPoor
524.111745,4,39832,ForestDryPoor
524.111745,4,39833,ForestDryPoor
524.111745,4,39834,ForestDryPoor
524.111745,4,39835,ForestDryPoor
524.111745,4,39836,ForestDryPoor
654.910504,5,39837,ForestDryPoor
654.910504,5,39838,ForestDryPoor
654.910504,5,39839,ForestDryPoor
861.538379,7,39840,ForestDryPoor
861.538379,7,39841,ForestDryPoor
861.538379,7,39842,ForestDryPoor
861.538379,7,39843,ForestDryPoor
861.538379,7,39844,ForestDryPoor
861.538379,7,39845,ForestDryPoor
861.538379,7,39846,ForestDryPoor
861.538379,7,39847,ForestDryPoor
861.538379,7,39848,ForestDryPoor
861.538379,7,39849,ForestDryPoor
861.538379,7,39850,ForestDryPoor
0,1,40356,ForestDryPoor
247.46847399999996,2,40357,ForestDryPoor
247.46847399999996,2,40358,ForestDryPoor
247.46847399999996,2,40359,ForestDryPoor
247.46847399999996,2,40360,ForestDryPoor
247.46847399999996,2,40361,ForestDryPoor
247.46847399999996,2,40362,ForestDryPoor
247.46847399999996,2,40363,ForestDryPoor
247.46847399999996,2,40364,ForestDryPoor
247.46847399999996,2,40365,ForestDryPoor
247.46847399999996,2,40366,ForestDryPoor
247.46847399999996,2,40367,ForestDryPoor
247.46847399999996,2,40368,ForestDryPoor
247.46847399999996,2,40369,ForestDryPoor
247.46847399999996,2,40370,ForestDryPoor
247.46847399999996,2,40371,ForestDryPoor
247.46847399999996,2,40372,ForestDryPoor
